Number of objects: 10000

Initial data:
Circle 36, 20, 50 blue
Triangle 48, 95, 59, 28, 81, 91 green
Triangle 15, 4, 19, 79, 48, 81 orange
Triangle 41, 91, 78, 55, 60, 14 yellow
Triangle 57, 65, 58, 26, 1, 84 blue
Triangle 10, 39, 0, 8, 74, 21 green
Triangle 22, 69, 23, 31, 80, 29 indigo
Triangle 19, 61, 75, 54, 78, 15 indigo
Rectangle 90, 8, 113, 55 yellow
Triangle 76, 62, 84, 29, 11, 60 yellow
Rectangle 71, 79, 107, 109 yellow
Rectangle 37, 40, 73, 70 orange
Rectangle 7, 62, 52, 86 red
Rectangle 59, 50, 89, 86 indigo
Rectangle 35, 30, 71, 60 red
Rectangle 67, 91, 91, 136 blue
Rectangle 23, 36, 47, 81 red
Rectangle 13, 53, 37, 98 violet
Rectangle 23, 23, 47, 68 indigo
Rectangle 4, 34, 34, 70 green
Rectangle 76, 15, 103, 55 yellow
Rectangle 21, 13, 48, 53 yellow
Triangle 11, 75, 57, 43, 54, 92 indigo
Triangle 33, 71, 30, 35, 95, 96 indigo
Rectangle 65, 82, 114, 104 indigo
Triangle 20, 45, 79, 16, 15, 84 orange
Rectangle 9, 85, 58, 107 green
Rectangle 5, 45, 54, 67 orange
Triangle 26, 71, 68, 84, 98, 42 green
Triangle 42, 92, 47, 6, 68, 75 green
Rectangle 33, 96, 58, 139 blue
Triangle 35, 93, 82, 89, 85, 43 orange
Triangle 59, 58, 6, 48, 56, 98 blue
Rectangle 2, 24, 27, 67 red
Rectangle 71, 97, 114, 122 violet
Rectangle 78, 81, 121, 106 orange
Triangle 13, 71, 21, 33, 71, 64 green
Rectangle 12, 80, 49, 109 violet
Rectangle 46, 67, 83, 96 green
Triangle 71, 54, 17, 46, 12, 85 indigo
Rectangle 83, 67, 120, 96 orange
Triangle 38, 82, 53, 18, 23, 3 orange
Triangle 37, 71, 6, 63, 61, 8 red
Triangle 20, 30, 31, 97, 62, 91 yellow
Triangle 52, 51, 8, 76, 49, 4 indigo
Triangle 59, 18, 14, 56, 18, 5 indigo
Triangle 6, 56, 50, 74, 88, 41 yellow
Triangle 27, 2, 31, 79, 57, 46 green
Triangle 83, 20, 65, 84, 46, 33 green
Triangle 16, 87, 97, 36, 25, 55 green
Rectangle 73, 7, 99, 48 orange
Triangle 8, 13, 5, 39, 84, 65 yellow
Rectangle 90, 93, 116, 134 yellow
Rectangle 29, 26, 70, 52 orange
Rectangle 46, 53, 72, 94 red
Triangle 35, 78, 96, 52, 75, 26 yellow
Triangle 90, 38, 43, 16, 38, 59 indigo
Triangle 22, 67, 49, 78, 83, 13 violet
Rectangle 0, 3, 28, 41 blue
Triangle 62, 5, 18, 92, 46, 85 yellow
Triangle 77, 67, 26, 33, 54, 10 red
Triangle 6, 66, 21, 31, 83, 28 green
Triangle 65, 33, 85, 64, 1, 40 green
Triangle 61, 29, 52, 83, 96, 55 orange
Triangle 29, 9, 40, 75, 65, 32 blue
Triangle 32, 65, 22, 29, 74, 4 red
Triangle 51, 1, 97, 71, 47, 41 green
Triangle 36, 30, 59, 84, 65, 6 blue
Triangle 77, 58, 54, 15, 8, 21 violet
Triangle 52, 42, 12, 60, 94, 76 orange
Rectangle 95, 60, 118, 106 red
Rectangle 47, 85, 70, 131 yellow
Rectangle 79, 99, 102, 145 orange
Rectangle 5, 76, 51, 99 green
Rectangle 30, 84, 78, 106 orange
Rectangle 32, 91, 54, 139 blue
Rectangle 58, 47, 106, 69 yellow
Rectangle 49, 39, 93, 63 green
Rectangle 9, 82, 33, 126 red
Rectangle 28, 76, 61, 108 orange
Triangle 56, 24, 64, 56, 2, 72 red
Rectangle 95, 1, 127, 34 yellow
Rectangle 12, 76, 56, 100 indigo
Rectangle 64, 4, 96, 37 green
Triangle 38, 9, 96, 86, 85, 35 blue
Rectangle 22, 63, 56, 94 red
Triangle 2, 14, 7, 96, 31, 68 blue
Rectangle 56, 42, 87, 76 yellow
Rectangle 36, 19, 67, 53 violet
Triangle 64, 51, 79, 95, 27, 83 indigo
Rectangle 62, 41, 101, 68 yellow
Rectangle 91, 0, 130, 27 indigo
Triangle 87, 72, 47, 67, 68, 17 red
Triangle 4, 75, 37, 26, 86, 17 indigo
Triangle 33, 87, 53, 21, 19, 28 yellow
Triangle 68, 70, 19, 69, 14, 26 orange
Triangle 30, 5, 93, 13, 35, 39 red
Rectangle 83, 36, 104, 86 red
Rectangle 12, 68, 62, 89 yellow
Triangle 63, 21, 15, 30, 3, 76 orange
Rectangle 85, 9, 127, 34 blue
Rectangle 64, 67, 85, 117 red
Rectangle 84, 67, 109, 109 green
Rectangle 38, 26, 63, 68 indigo
Triangle 3, 51, 49, 90, 78, 69 violet
Triangle 95, 91, 39, 83, 0, 40 red
Triangle 57, 51, 13, 50, 73, 99 orange
Triangle 88, 46, 20, 81, 76, 83 indigo
Triangle 20, 4, 2, 17, 87, 72 red
Triangle 26, 60, 84, 47, 89, 82 yellow
Triangle 31, 97, 68, 91, 46, 38 red
Triangle 29, 70, 45, 9, 73, 33 violet
Triangle 97, 38, 8, 44, 90, 15 green
Rectangle 70, 54, 106, 83 green
Triangle 20, 81, 48, 69, 28, 3 yellow
Rectangle 73, 53, 102, 89 blue
Rectangle 79, 28, 108, 64 orange
Triangle 53, 56, 14, 24, 67, 14 blue
Triangle 97, 95, 86, 56, 21, 15 green
Triangle 34, 32, 83, 55, 99, 20 blue
Triangle 99, 91, 38, 39, 71, 33 blue
Triangle 31, 25, 6, 79, 70, 24 yellow
Triangle 89, 84, 89, 4, 63, 96 orange
Rectangle 23, 9, 63, 35 orange
Triangle 53, 11, 27, 20, 47, 93 green
Triangle 3, 20, 86, 82, 15, 54 yellow
Triangle 95, 51, 11, 15, 0, 35 yellow
Triangle 76, 24, 53, 64, 87, 95 orange
Triangle 69, 63, 34, 94, 71, 2 violet
Rectangle 60, 41, 88, 78 violet
Rectangle 77, 76, 114, 104 blue
Triangle 96, 12, 95, 38, 16, 21 blue
Triangle 91, 10, 19, 45, 72, 48 green
Rectangle 5, 20, 50, 43 yellow
Rectangle 25, 27, 70, 50 green
Rectangle 61, 43, 84, 88 yellow
Rectangle 59, 45, 82, 90 blue
Triangle 31, 70, 90, 15, 45, 92 yellow
Rectangle 18, 3, 40, 50 violet
Rectangle 27, 37, 49, 84 red
Triangle 46, 68, 46, 24, 93, 52 indigo
Rectangle 43, 72, 90, 94 violet
Triangle 37, 70, 23, 30, 74, 28 green
Triangle 48, 82, 29, 33, 82, 61 green
Rectangle 59, 25, 83, 68 indigo
Triangle 22, 1, 70, 41, 82, 8 yellow
Triangle 9, 20, 78, 54, 92, 31 green
Triangle 37, 2, 65, 24, 40, 78 yellow
Triangle 70, 72, 89, 55, 18, 10 blue
Triangle 85, 42, 5, 24, 6, 50 orange
Triangle 39, 1, 64, 33, 23, 63 orange
Triangle 72, 83, 81, 53, 22, 21 orange
Rectangle 70, 58, 119, 79 blue
Rectangle 60, 97, 81, 146 red
Triangle 36, 70, 54, 2, 84, 3 indigo
Triangle 80, 70, 43, 3, 82, 18 orange
Rectangle 47, 48, 96, 69 orange
Triangle 95, 82, 42, 78, 0, 36 green
Rectangle 8, 8, 57, 29 indigo
Rectangle 6, 95, 27, 144 green
Triangle 6, 55, 15, 24, 77, 39 blue
Rectangle 36, 7, 63, 45 green
Rectangle 1, 99, 39, 126 green
Rectangle 16, 7, 54, 34 blue
Rectangle 74, 58, 112, 85 violet
Rectangle 27, 90, 65, 117 blue
Rectangle 99, 72, 124, 113 indigo
Rectangle 61, 44, 86, 85 red
Rectangle 85, 20, 110, 61 green
Rectangle 17, 17, 58, 42 blue
Rectangle 36, 84, 77, 109 yellow
Rectangle 63, 78, 104, 103 orange
Triangle 49, 89, 33, 37, 1, 61 green
Triangle 41, 43, 77, 47, 15, 97 red
Triangle 37, 7, 57, 39, 28, 95 green
Rectangle 70, 5, 103, 36 violet
Rectangle 23, 50, 54, 83 indigo
Rectangle 48, 42, 79, 75 violet
Triangle 35, 20, 96, 24, 27, 53 indigo
Triangle 3, 15, 29, 57, 82, 64 green
Triangle 88, 20, 81, 49, 11, 47 violet
Triangle 40, 16, 78, 33, 7, 55 violet
Triangle 49, 29, 99, 95, 61, 4 blue
Rectangle 71, 10, 101, 44 red
Triangle 5, 44, 58, 70, 4, 82 blue
Triangle 88, 78, 6, 94, 22, 66 red
Rectangle 72, 55, 106, 85 red
Rectangle 93, 33, 127, 63 indigo
Triangle 81, 75, 43, 44, 72, 14 indigo
Triangle 0, 70, 45, 58, 59, 9 indigo
Triangle 15, 1, 56, 61, 33, 77 green
Circle 43, 19, 18 orange
Circle 25, 41, 18 orange
Circle 54, 77, 18 orange
Circle 87, 83, 18 indigo
Circle 86, 28, 18 orange
Circle 65, 74, 18 red
Circle 65, 74, 18 indigo
Circle 4, 28, 18 blue
Circle 97, 51, 18 green
Circle 63, 45, 18 red
Circle 16, 35, 18 orange
Circle 67, 17, 18 indigo
Circle 17, 51, 18 orange
Circle 44, 80, 18 orange
Circle 26, 69, 18 orange
Circle 53, 14, 18 violet
Circle 83, 5, 18 green
Circle 89, 19, 18 red
Circle 61, 66, 18 red
Circle 18, 28, 18 violet
Circle 37, 22, 18 blue
Circle 93, 41, 18 yellow
Circle 14, 83, 18 green
Circle 3, 38, 18 indigo
Circle 93, 58, 18 orange
Circle 25, 9, 18 orange
Circle 17, 8, 18 green
Circle 31, 4, 18 green
Circle 65, 93, 18 orange
Circle 32, 87, 18 blue
Circle 73, 7, 18 green
Circle 57, 60, 18 red
Circle 84, 61, 18 orange
Circle 78, 46, 18 red
Circle 28, 84, 18 yellow
Circle 90, 83, 18 yellow
Circle 53, 89, 18 orange
Circle 57, 53, 18 orange
Circle 70, 94, 18 orange
Circle 20, 27, 18 red
Circle 74, 28, 18 violet
Circle 32, 94, 18 orange
Circle 54, 47, 18 violet
Circle 46, 4, 18 orange
Circle 90, 43, 18 yellow
Circle 50, 61, 18 blue
Circle 73, 52, 18 red
Circle 73, 95, 18 green
Circle 58, 0, 18 indigo
Circle 87, 24, 18 red
Circle 40, 29, 18 green
Circle 75, 97, 18 green
Circle 41, 83, 18 violet
Circle 66, 24, 18 green
Triangle 99, 35, 39, 32, 61, 67 indigo
Triangle 23, 18, 50, 44, 2, 73 indigo
Triangle 29, 72, 5, 27, 88, 98 indigo
Triangle 74, 79, 33, 98, 47, 42 yellow
Rectangle 8, 56, 43, 85 red
Triangle 32, 78, 82, 76, 92, 35 orange
Rectangle 15, 4, 54, 30 violet
Rectangle 3, 7, 29, 46 red
Rectangle 35, 55, 58, 99 indigo
Rectangle 9, 79, 55, 101 orange
Rectangle 94, 9, 140, 31 blue
Rectangle 6, 3, 52, 25 indigo
Rectangle 18, 70, 40, 116 blue
Triangle 21, 57, 62, 93, 76, 56 red
Triangle 91, 97, 80, 48, 41, 58 yellow
Triangle 53, 6, 76, 25, 0, 50 indigo
Triangle 63, 11, 10, 75, 0, 49 yellow
Rectangle 76, 78, 118, 102 yellow
Rectangle 84, 96, 126, 120 red
Rectangle 60, 63, 96, 91 violet
Rectangle 89, 29, 117, 65 yellow
Rectangle 79, 65, 115, 93 violet
Rectangle 79, 44, 107, 80 indigo
Rectangle 24, 8, 52, 44 yellow
Rectangle 81, 19, 109, 55 red
Rectangle 50, 94, 92, 118 indigo
Triangle 66, 5, 46, 96, 69, 92 violet
Triangle 46, 43, 65, 88, 11, 66 red
Triangle 15, 63, 50, 71, 39, 11 blue
Triangle 87, 72, 63, 22, 54, 87 blue
Triangle 68, 44, 38, 22, 23, 78 green
Triangle 65, 50, 15, 74, 84, 81 indigo
Triangle 35, 27, 63, 50, 99, 8 blue
Rectangle 84, 86, 104, 136 orange
Rectangle 29, 37, 79, 57 indigo
Rectangle 90, 39, 110, 89 red
Rectangle 23, 93, 48, 133 yellow
Rectangle 80, 49, 120, 74 orange
Rectangle 58, 60, 78, 110 orange
Rectangle 48, 58, 98, 78 red
Triangle 36, 26, 83, 71, 2, 36 violet
Rectangle 30, 65, 57, 102 indigo
Triangle 62, 93, 36, 96, 46, 18 orange
Rectangle 16, 90, 53, 117 yellow
Triangle 34, 80, 91, 3, 74, 61 orange
Triangle 73, 23, 60, 72, 28, 39 yellow
Triangle 28, 93, 10, 70, 67, 32 green
Triangle 99, 18, 90, 61, 52, 21 violet
Triangle 40, 72, 98, 3, 84, 54 indigo
Triangle 38, 45, 74, 10, 12, 15 orange
Triangle 14, 61, 7, 99, 66, 63 blue
Triangle 25, 35, 27, 7, 95, 49 orange
Rectangle 20, 50, 52, 81 indigo
Triangle 2, 33, 80, 56, 34, 17 indigo
Triangle 63, 40, 91, 91, 51, 89 green
Triangle 13, 96, 81, 20, 57, 76 red
Triangle 61, 47, 42, 10, 91, 1 green
Rectangle 10, 44, 41, 76 orange
Rectangle 11, 12, 43, 43 green
Triangle 73, 64, 98, 26, 34, 44 blue
Triangle 85, 92, 5, 31, 86, 68 violet
Rectangle 60, 55, 93, 85 blue
Rectangle 91, 58, 113, 103 green
Rectangle 54, 50, 76, 95 violet
Rectangle 29, 14, 51, 59 indigo
Rectangle 54, 51, 76, 96 green
Rectangle 99, 76, 132, 106 red
Triangle 67, 71, 22, 16, 58, 16 indigo
Rectangle 47, 16, 70, 59 orange
Rectangle 51, 51, 94, 74 orange
Rectangle 64, 76, 102, 102 yellow
Triangle 56, 71, 71, 40, 0, 55 violet
Rectangle 7, 94, 33, 132 yellow
Rectangle 41, 59, 67, 97 blue
Triangle 40, 73, 2, 35, 21, 2 orange
Rectangle 86, 61, 124, 87 orange
Triangle 29, 33, 66, 78, 54, 10 green
Rectangle 36, 33, 83, 54 indigo
Triangle 1, 22, 28, 78, 70, 92 green
Rectangle 8, 41, 29, 88 violet
Rectangle 65, 94, 86, 141 green
Triangle 25, 72, 86, 28, 55, 18 indigo
Triangle 2, 19, 18, 0, 84, 45 red
Rectangle 24, 94, 71, 115 green
Rectangle 64, 54, 93, 88 indigo
Rectangle 6, 92, 35, 126 indigo
Triangle 55, 95, 42, 29, 77, 55 yellow
Rectangle 79, 87, 113, 116 yellow
Rectangle 51, 52, 80, 86 red
Triangle 74, 45, 11, 65, 56, 82 indigo
Triangle 2, 11, 94, 45, 55, 52 violet
Triangle 44, 8, 49, 78, 76, 62 violet
Rectangle 59, 1, 83, 42 yellow
Rectangle 81, 7, 105, 48 yellow
Triangle 54, 63, 56, 18, 98, 57 yellow
Rectangle 2, 7, 43, 31 red
Triangle 60, 88, 36, 38, 24, 95 yellow
Rectangle 85, 62, 126, 86 indigo
Triangle 59, 98, 22, 80, 84, 57 orange
Triangle 41, 73, 15, 44, 46, 3 yellow
Triangle 59, 10, 9, 29, 36, 58 yellow
Triangle 13, 17, 56, 61, 28, 78 violet
Rectangle 51, 99, 71, 148 yellow
Rectangle 72, 86, 121, 106 green
Rectangle 29, 1, 78, 21 indigo
Rectangle 78, 95, 98, 144 indigo
Rectangle 14, 20, 34, 69 indigo
Triangle 88, 38, 58, 33, 62, 99 blue
Triangle 21, 76, 74, 17, 82, 45 yellow
Triangle 65, 49, 62, 16, 6, 52 indigo
Triangle 61, 17, 88, 66, 20, 15 green
Triangle 71, 9, 93, 62, 69, 93 yellow
Triangle 62, 97, 8, 2, 17, 54 yellow
Triangle 12, 46, 81, 16, 61, 53 yellow
Triangle 55, 70, 77, 33, 7, 62 indigo
Triangle 93, 55, 52, 65, 29, 23 indigo
Triangle 0, 82, 70, 58, 93, 78 yellow
Triangle 89, 64, 25, 32, 2, 51 indigo
Rectangle 26, 30, 65, 55 orange
Rectangle 79, 11, 118, 36 indigo
Rectangle 60, 76, 85, 115 orange
Rectangle 11, 7, 50, 32 violet
Triangle 41, 79, 93, 1, 90, 43 orange
Triangle 68, 46, 14, 95, 89, 63 blue
Triangle 86, 67, 49, 16, 77, 2 yellow
Rectangle 39, 32, 75, 59 indigo
Triangle 29, 35, 89, 44, 13, 65 violet
Rectangle 67, 2, 94, 38 orange
Triangle 72, 8, 35, 43, 7, 17 yellow
Triangle 21, 97, 37, 32, 55, 80 blue
Triangle 78, 25, 44, 33, 14, 97 yellow
Triangle 53, 61, 97, 82, 76, 28 blue
Rectangle 51, 92, 97, 113 orange
Rectangle 12, 33, 33, 79 green
Rectangle 41, 64, 62, 110 orange
Rectangle 65, 60, 88, 102 violet
Rectangle 53, 92, 74, 138 green
Rectangle 87, 9, 129, 32 violet
Rectangle 18, 17, 64, 38 green
Triangle 34, 87, 15, 77, 94, 17 yellow
Triangle 10, 51, 80, 45, 75, 73 orange
Triangle 16, 6, 29, 63, 69, 90 orange
Rectangle 93, 87, 130, 113 indigo
Rectangle 5, 94, 42, 120 blue
Triangle 93, 73, 69, 86, 41, 21 orange
Rectangle 16, 94, 53, 120 green
Rectangle 45, 73, 82, 99 blue
Rectangle 15, 47, 46, 78 green
Rectangle 33, 53, 64, 84 blue
Triangle 94, 23, 75, 77, 57, 27 orange
Rectangle 87, 81, 118, 112 yellow
Rectangle 66, 70, 86, 118 blue
Rectangle 7, 64, 39, 94 green
Triangle 96, 40, 60, 82, 28, 66 blue
Rectangle 63, 57, 83, 105 red
Rectangle 77, 65, 109, 95 blue
Rectangle 66, 97, 106, 121 violet
Rectangle 63, 51, 103, 75 blue
Rectangle 69, 49, 101, 79 green
Rectangle 13, 46, 45, 76 indigo
Rectangle 70, 63, 100, 95 yellow
Triangle 20, 43, 47, 8, 64, 57 blue
Triangle 92, 21, 53, 7, 8, 40 yellow
Rectangle 29, 87, 58, 120 red
Triangle 88, 94, 62, 21, 34, 16 green
Rectangle 81, 67, 114, 96 orange
Rectangle 57, 17, 90, 46 blue
Rectangle 99, 7, 132, 36 violet
Triangle 23, 45, 61, 93, 18, 89 violet
Triangle 13, 72, 41, 65, 4, 6 violet
Triangle 55, 93, 43, 19, 68, 14 orange
Triangle 7, 32, 5, 90, 39, 59 red
Triangle 25, 11, 18, 92, 1, 16 blue
Triangle 95, 86, 34, 51, 99, 57 indigo
Triangle 99, 7, 46, 51, 58, 77 blue
Triangle 76, 12, 17, 78, 23, 39 blue
Triangle 79, 66, 33, 7, 67, 92 green
Triangle 22, 28, 2, 99, 55, 6 orange
Triangle 24, 1, 22, 29, 90, 28 violet
Rectangle 9, 10, 59, 29 violet
Rectangle 9, 87, 28, 137 yellow
Rectangle 84, 20, 134, 39 red
Rectangle 97, 1, 147, 20 orange
Triangle 46, 45, 20, 97, 26, 12 blue
Triangle 91, 61, 82, 40, 3, 66 blue
Triangle 56, 14, 12, 69, 52, 62 indigo
Rectangle 77, 37, 99, 80 blue
Triangle 33, 33, 80, 68, 34, 74 violet
Triangle 42, 81, 35, 24, 71, 47 green
Rectangle 80, 79, 115, 106 yellow
Rectangle 16, 18, 61, 39 orange
Rectangle 30, 66, 65, 93 yellow
Rectangle 14, 39, 41, 74 orange
Rectangle 73, 27, 100, 62 indigo
Rectangle 25, 83, 60, 110 red
Rectangle 77, 2, 118, 25 green
Triangle 15, 74, 45, 73, 20, 11 green
Triangle 22, 13, 8, 81, 46, 31 blue
Triangle 56, 12, 67, 79, 91, 54 green
Triangle 6, 99, 63, 73, 63, 40 blue
Rectangle 14, 38, 61, 58 indigo
Rectangle 84, 70, 104, 117 orange
Triangle 21, 23, 29, 49, 89, 9 indigo
Triangle 70, 86, 27, 26, 48, 99 green
Triangle 15, 9, 87, 75, 50, 15 blue
Triangle 44, 5, 39, 54, 6, 2 indigo
Triangle 5, 73, 37, 69, 96, 3 violet
Triangle 56, 38, 51, 87, 90, 80 blue
Triangle 29, 89, 84, 25, 10, 77 green
Triangle 3, 8, 61, 45, 49, 5 indigo
Rectangle 78, 17, 102, 56 red
Rectangle 92, 29, 128, 55 indigo
Rectangle 7, 39, 33, 75 blue
Rectangle 14, 23, 50, 49 yellow
Triangle 60, 98, 19, 23, 68, 67 green
Triangle 93, 79, 63, 89, 2, 47 blue
Triangle 21, 93, 18, 51, 59, 2 indigo
Triangle 94, 9, 37, 95, 68, 81 indigo
Rectangle 0, 56, 49, 75 yellow
Rectangle 27, 28, 46, 77 yellow
Rectangle 56, 88, 86, 119 red
Rectangle 43, 71, 74, 101 yellow
Rectangle 85, 18, 115, 49 red
Triangle 52, 6, 27, 57, 87, 9 orange
Triangle 36, 34, 17, 62, 78, 70 orange
Triangle 12, 28, 36, 94, 46, 44 green
Rectangle 94, 13, 125, 43 violet
Triangle 78, 51, 35, 10, 82, 98 yellow
Triangle 5, 29, 42, 16, 88, 50 yellow
Triangle 92, 97, 68, 51, 90, 16 green
Triangle 53, 82, 27, 81, 85, 12 yellow
Rectangle 85, 29, 122, 54 green
Rectangle 12, 93, 40, 126 blue
Rectangle 71, 38, 93, 80 blue
Rectangle 47, 81, 91, 102 violet
Rectangle 92, 77, 120, 110 red
Rectangle 29, 37, 50, 81 blue
Rectangle 18, 9, 39, 53 yellow
Rectangle 36, 78, 78, 100 blue
Rectangle 94, 8, 122, 41 red
Rectangle 82, 0, 110, 33 green
Rectangle 55, 76, 83, 109 red
Triangle 20, 56, 76, 81, 76, 48 violet
Triangle 60, 7, 52, 84, 79, 55 orange
Triangle 66, 5, 62, 60, 93, 95 green
Triangle 40, 54, 0, 36, 98, 34 indigo
Triangle 62, 18, 34, 38, 73, 76 orange
Triangle 92, 32, 94, 69, 43, 47 green
Triangle 41, 76, 79, 41, 73, 95 green
Triangle 51, 22, 13, 37, 80, 59 blue
Rectangle 44, 69, 90, 89 red
Triangle 2, 68, 84, 36, 80, 60 red
Rectangle 89, 43, 109, 89 indigo
Rectangle 68, 32, 88, 78 blue
Rectangle 67, 59, 107, 82 indigo
Rectangle 93, 3, 113, 49 indigo
Rectangle 95, 67, 129, 94 indigo
Rectangle 83, 84, 117, 111 red
Rectangle 40, 63, 67, 97 green
Rectangle 68, 74, 95, 108 orange
Rectangle 57, 42, 91, 69 red
Rectangle 79, 86, 106, 120 violet
Triangle 79, 32, 62, 64, 36, 5 orange
Triangle 57, 40, 53, 90, 89, 98 red
Triangle 16, 87, 62, 6, 32, 19 indigo
Triangle 30, 17, 98, 45, 18, 39 green
Triangle 35, 42, 7, 47, 82, 99 green
Triangle 83, 10, 55, 15, 1, 90 red
Triangle 71, 88, 8, 71, 23, 46 indigo
Triangle 99, 89, 11, 42, 32, 74 indigo
Triangle 0, 10, 28, 58, 87, 94 red
Rectangle 48, 74, 96, 93 orange
Rectangle 95, 63, 133, 87 orange
Rectangle 11, 50, 35, 88 red
Triangle 13, 59, 61, 51, 31, 18 blue
Rectangle 37, 19, 56, 67 red
Triangle 31, 31, 94, 68, 53, 15 yellow
Triangle 9, 52, 62, 99, 41, 46 blue
Triangle 59, 13, 52, 70, 88, 37 blue
Rectangle 62, 61, 88, 96 violet
Rectangle 13, 95, 48, 121 red
Triangle 28, 62, 29, 23, 76, 10 violet
Triangle 83, 10, 50, 79, 95, 40 orange
Circle 20, 44, 17 red
Circle 75, 70, 17 red
Circle 63, 37, 17 violet
Circle 62, 58, 17 green
Circle 64, 93, 17 indigo
Circle 79, 22, 17 green
Circle 62, 49, 17 violet
Circle 74, 28, 17 violet
Circle 67, 25, 17 red
Circle 31, 44, 17 violet
Circle 53, 56, 17 yellow
Circle 3, 41, 17 yellow
Circle 59, 36, 17 red
Circle 91, 2, 17 violet
Circle 19, 17, 17 violet
Circle 60, 19, 17 orange
Circle 74, 68, 17 violet
Circle 41, 77, 17 violet
Circle 23, 78, 17 blue
Circle 10, 44, 17 green
Circle 55, 94, 17 orange
Circle 85, 61, 17 indigo
Circle 79, 27, 17 green
Circle 38, 51, 17 green
Circle 92, 34, 17 green
Circle 91, 42, 17 green
Circle 10, 96, 17 orange
Circle 71, 84, 17 red
Circle 86, 6, 17 red
Circle 30, 37, 17 yellow
Circle 51, 77, 17 blue
Circle 38, 90, 17 yellow
Circle 0, 96, 17 yellow
Circle 68, 23, 17 orange
Circle 56, 74, 17 red
Circle 55, 64, 17 green
Circle 32, 60, 17 violet
Circle 71, 43, 17 violet
Circle 49, 88, 17 green
Circle 34, 98, 17 indigo
Circle 3, 18, 17 violet
Circle 47, 81, 17 indigo
Circle 29, 99, 17 red
Circle 47, 18, 17 indigo
Circle 17, 39, 17 indigo
Circle 46, 54, 17 green
Circle 75, 12, 17 yellow
Circle 95, 54, 17 indigo
Circle 6, 97, 17 orange
Circle 53, 98, 17 violet
Circle 32, 47, 17 blue
Circle 20, 2, 17 yellow
Circle 27, 17, 17 yellow
Circle 48, 83, 17 green
Circle 25, 25, 17 yellow
Circle 36, 24, 17 green
Circle 33, 72, 17 yellow
Circle 11, 11, 17 violet
Circle 84, 15, 17 orange
Circle 64, 78, 17 indigo
Circle 86, 11, 17 yellow
Circle 87, 99, 17 violet
Circle 18, 67, 17 violet
Circle 48, 57, 17 green
Circle 2, 78, 17 blue
Circle 32, 65, 17 yellow
Circle 72, 32, 17 violet
Circle 32, 80, 17 orange
Circle 91, 1, 17 orange
Circle 68, 14, 17 indigo
Circle 22, 95, 17 orange
Circle 75, 95, 17 green
Circle 38, 85, 17 violet
Circle 74, 60, 17 orange
Circle 61, 4, 17 blue
Circle 41, 39, 17 violet
Circle 18, 65, 17 yellow
Circle 47, 7, 17 green
Circle 86, 32, 17 orange
Circle 76, 73, 17 yellow
Circle 74, 67, 17 green
Circle 86, 30, 17 blue
Circle 93, 56, 17 violet
Circle 4, 6, 17 green
Circle 52, 66, 17 green
Circle 88, 1, 17 blue
Circle 83, 34, 17 violet
Triangle 30, 75, 74, 64, 45, 30 indigo
Triangle 39, 48, 14, 60, 86, 98 indigo
Triangle 27, 59, 73, 74, 13, 15 blue
Triangle 66, 51, 72, 3, 31, 29 blue
Triangle 32, 25, 3, 40, 52, 77 violet
Triangle 57, 55, 88, 18, 9, 54 yellow
Rectangle 95, 26, 138, 47 blue
Triangle 16, 25, 59, 68, 48, 15 green
Rectangle 40, 34, 61, 77 green
Triangle 76, 91, 96, 67, 75, 2 orange
Triangle 21, 84, 17, 52, 78, 89 yellow
Triangle 31, 28, 89, 44, 27, 58 violet
Rectangle 80, 56, 100, 101 red
Rectangle 40, 30, 65, 66 red
Rectangle 98, 61, 134, 86 yellow
Rectangle 24, 8, 42, 58 green
Rectangle 97, 92, 142, 112 yellow
Rectangle 5, 2, 55, 20 red
Triangle 20, 32, 73, 84, 22, 0 indigo
Rectangle 16, 6, 66, 24 blue
Rectangle 45, 9, 81, 34 orange
Triangle 95, 86, 79, 2, 73, 83 green
Rectangle 74, 80, 119, 100 orange
Rectangle 78, 56, 108, 86 green
Triangle 49, 92, 17, 15, 14, 64 yellow
Rectangle 25, 87, 54, 118 blue
Rectangle 70, 55, 101, 84 orange
Triangle 83, 60, 25, 26, 54, 74 blue
Triangle 86, 25, 60, 83, 51, 34 yellow
Triangle 77, 94, 94, 61, 52, 37 blue
Rectangle 79, 38, 118, 61 yellow
Rectangle 41, 25, 64, 64 red
Triangle 37, 36, 89, 23, 23, 74 indigo
Triangle 16, 73, 59, 74, 3, 31 red
Rectangle 75, 55, 103, 87 indigo
Triangle 19, 14, 3, 54, 65, 11 red
Triangle 67, 33, 92, 14, 77, 97 violet
Triangle 91, 98, 9, 40, 5, 59 red
Triangle 33, 75, 58, 93, 88, 43 blue
Triangle 26, 65, 77, 57, 70, 23 yellow
Triangle 21, 13, 42, 85, 9, 57 orange
Triangle 37, 72, 81, 46, 36, 32 blue
Rectangle 46, 52, 93, 71 yellow
Rectangle 68, 15, 115, 34 yellow
Rectangle 5, 34, 52, 53 red
Rectangle 9, 86, 28, 133 violet
Triangle 51, 84, 0, 16, 27, 17 orange
Triangle 8, 4, 87, 35, 32, 36 orange
Triangle 33, 82, 53, 24, 91, 3 indigo
Triangle 29, 21, 3, 65, 53, 49 green
Rectangle 34, 51, 61, 84 violet
